cap.english,cap.universal,display_scores.english.astroturf,display_scores.english.fake_follower,display_scores.english.financial,display_scores.english.other,display_scores.english.overall,display_scores.english.self_declared,display_scores.english.spammer,display_scores.universal.astroturf,display_scores.universal.fake_follower,display_scores.universal.financial,display_scores.universal.other,display_scores.universal.overall,display_scores.universal.self_declared,display_scores.universal.spammer,raw_scores.english.astroturf,raw_scores.english.fake_follower,raw_scores.english.financial,raw_scores.english.other,raw_scores.english.overall,raw_scores.english.self_declared,raw_scores.english.spammer,raw_scores.universal.astroturf,raw_scores.universal.fake_follower,raw_scores.universal.financial,raw_scores.universal.other,raw_scores.universal.overall,raw_scores.universal.self_declared,raw_scores.universal.spammer,user.majority_lang,user.user_data.id_str,user.user_data.screen_name
0.8395863545645614,0.8327856038833207,1.4,2.0,0.3,4.3,4.3,3.0,0.8,1.0,2.4,0.0,4.2,4.2,2.6,0.4,0.28,0.41,0.06,0.86,0.86,0.6,0.17,0.19,0.48,0.0,0.84,0.84,0.51,0.09,ar,1270477758,QK2013
0.816204310368583,0.8053250497193561,2.0,2.7,0.2,4.1,4.1,0.1,0.6,2.2,2.0,0.0,2.3,2.4,0.0,0.8,0.39,0.53,0.05,0.81,0.81,0.02,0.13,0.44,0.39,0.0,0.46,0.49,0.01,0.15,ar,1440030764112875520,sasa_051
0.8748575042966269,0.8808312676897403,0.2,2.8,0.2,4.2,4.6,4.6,2.9,0.4,2.7,0.2,3.7,4.6,4.6,2.8,0.04,0.56,0.05,0.84,0.91,0.91,0.58,0.07,0.53,0.04,0.74,0.92,0.92,0.55,ar,1482851697051508737,artxdfw
0.8395863545645614,0.7089830786080018,0.0,2.1,0.4,4.3,4.3,0.2,0.6,0.0,0.8,0.0,1.2,1.0,0.0,0.3,0.01,0.42,0.09,0.86,0.86,0.04,0.11,0.0,0.16,0.01,0.24,0.2,0.0,0.06,ar,565489912,hskQ8
0.8339181685112829,0.8733944954488508,0.9,2.7,1.8,4.2,4.2,0.3,0.6,0.5,2.2,1.4,4.6,4.6,0.9,0.5,0.18,0.5433333333333333,0.35,0.85,0.85,0.06,0.11,0.1,0.44,0.28,0.91,0.91,0.18,0.1,ar,1341774865674752001,Saadtorky14
0.816204310368583,0.43650814830094437,0.8,0.9,0.0,4.1,4.1,0.2,0.0,0.6,0.0,0.0,1.2,0.4,0.0,0.0,0.16,0.18,0.01,0.81,0.81,0.05,0.01,0.12,0.01,0.0,0.24,0.08,0.0,0.0,ar,1007732177973465088,northencastle
0.9077975241648624,0.8327856038833207,2.9,3.7,0.2,4.8,4.8,0.2,0.4,3.6,4.2,0.1,3.8,4.2,0.4,0.4,0.58,0.74,0.03,0.95,0.95,0.04,0.07,0.72,0.84,0.02,0.77,0.84,0.09,0.09,ar,1217732513436663808,Gh_dii
0.7968624754031172,0.5742686032713971,1.4,1.0,0.0,3.4,3.4,0.0,0.0,1.5,0.5,0.0,1.6,0.6,0.0,0.0,0.29,0.19,0.01,0.67,0.67,0.0,0.0,0.3,0.1,0.0,0.32,0.13,0.0,0.01,ar,244026590,aza1452
0.8036706514015852,0.7334998320027682,2.0,2.0,0.4,3.8,3.8,0.2,0.2,1.4,1.6,0.1,2.7,1.1,0.0,0.1,0.39,0.39,0.07,0.76,0.76,0.03,0.04,0.27,0.31,0.02,0.53,0.22,0.0,0.02,ar,1315672323819790336,OldWolf35
0.9077975241648624,0.9121502174127201,0.6,2.0,0.8,4.8,4.8,4.4,2.1,0.4,3.0,0.6,4.8,4.8,4.8,2.9,0.13,0.41,0.16,0.95,0.95,0.89,0.42,0.07,0.6,0.11,0.96,0.96,0.95,0.58,ar,1411757856089690112,Saud81511957
0.8199148539199458,0.8068955728616037,0.3,2.6,0.3,4.1,4.1,2.0,0.7,0.2,1.3,0.1,3.6,3.6,2.2,1.2,0.06,0.51,0.06,0.82,0.82,0.4,0.14,0.03,0.26,0.02,0.71,0.71,0.43,0.24,ar,753653081544486912,Ramikodo
0.7874002196908744,0.760577756485164,0.3,1.0,0.2,2.8,1.7,1.2,0.4,0.4,0.6,0.0,2.8,1.2,0.2,0.2,0.06,0.2,0.03,0.55,0.34,0.23,0.07,0.07,0.13,0.0,0.57,0.25,0.05,0.05,ar,1203395726031622144,wm99wm2
0.7989890411370751,0.8057684213303521,3.1,2.6,0.3,3.6,3.6,0.2,0.2,3.0,2.2,0.0,3.4,3.4,0.1,0.4,0.62,0.52,0.06,0.72,0.72,0.05,0.05,0.61,0.43,0.01,0.68,0.68,0.02,0.08,ar,809126020972482560,__444R
0.8395863545645614,0.8052478284119403,0.2,1.6,0.0,4.3,4.3,0.4,0.6,0.4,1.0,0.1,3.2,3.2,0.5,0.4,0.03,0.31,0.01,0.86,0.86,0.07,0.13,0.07,0.21,0.02,0.64,0.64,0.1,0.09,ar,1191990316473171970,MOE_JDH_19_1061
0.8595061719862279,0.8474634546636374,2.4,3.4,0.4,4.4,4.4,0.2,0.5,1.6,3.4,0.4,4.4,4.4,0.0,0.3,0.49,0.67,0.07,0.89,0.89,0.03,0.1,0.33,0.68,0.09,0.87,0.87,0.01,0.06,ar,1030284264514965504,4VXIgstQntswdo9
0.7998362042473794,0.7437205366967014,0.9,2.2,0.2,3.6,3.6,0.3,0.4,1.0,2.2,0.0,2.8,1.2,0.1,0.2,0.18,0.44,0.03,0.73,0.73,0.06,0.09,0.21,0.44,0.01,0.55,0.23,0.02,0.04,ar,913500826815082496,MariamM71007659
0.816204310368583,0.9270685798190942,0.2,3.1,1.8,4.1,4.1,3.6,1.6,0.1,3.0,0.6,4.9,4.9,4.4,2.8,0.05,0.62,0.37,0.81,0.81,0.73,0.33,0.02,0.61,0.13,0.98,0.98,0.87,0.55,ar,2172752675,fredyreyes2749
0.812935016236137,0.4658392474232361,0.9,1.1,0.1,4.0,4.0,0.1,0.0,0.6,0.2,0.0,1.3,0.4,0.0,0.0,0.18,0.22,0.02,0.8,0.8,0.02,0.01,0.13,0.05,0.0,0.26,0.09,0.0,0.0,ar,1833778459,aslami1211
0.812935016236137,0.6945161422354588,0.2,0.8,0.0,4.0,4.0,0.1,0.0,0.2,0.4,0.0,2.3,1.0,0.0,0.0,0.05,0.15,0.0,0.8,0.8,0.02,0.0,0.04,0.09,0.0,0.47,0.19,0.01,0.0,ar,984758496666292224,ab_alsharari
0.816204310368583,0.7784494983408411,1.1,1.0,0.1,4.1,4.1,0.4,0.1,1.2,0.4,0.0,2.7,1.4,0.0,0.0,0.22,0.2,0.02,0.81,0.81,0.07,0.02,0.23,0.08,0.0,0.53,0.28,0.0,0.0,ar,908364766674128896,ebinsulaiman
0.8457543526336647,0.8169336709169681,0.8,2.2,0.8,4.4,4.4,1.4,0.8,1.3,2.6,0.7,4.0,4.0,2.2,1.4,0.16,0.45,0.16,0.87,0.87,0.29,0.16,0.26,0.52,0.14,0.79,0.79,0.45,0.27,ar,1525414361296261120,FatimaA60709138
0.9077975241648624,0.8148417533461276,1.0,2.3,0.7,4.8,4.8,0.7,0.4,0.6,1.6,0.3,3.9,3.9,0.4,0.3,0.2,0.47,0.14,0.95,0.95,0.14,0.08,0.11,0.32,0.06,0.78,0.78,0.08,0.06,ar,1183725748219273217,sniperpubg7
0.8339181685112829,0.7334998320027682,0.0,1.7,1.6,4.2,4.2,0.1,0.6,0.2,0.9,0.8,1.8,1.1,0.0,0.3,0.01,0.34,0.33,0.85,0.85,0.02,0.13,0.03,0.18,0.15,0.37,0.22,0.01,0.06,ar,442186094,abo_katab
0.9307543294922915,0.9197876419218655,0.1,3.8,0.1,4.9,4.9,4.5,1.9,0.1,3.1,0.2,4.8,4.8,4.6,2.8,0.02,0.75,0.02,0.98,0.98,0.9,0.38,0.02,0.62,0.05,0.97,0.97,0.91,0.57,ar,2954895450,amii_kh
0.8670116134145492,0.82211302959919,2.8,3.6,0.9,4.5,4.5,0.4,0.2,2.9,3.4,0.7,4.1,4.1,0.2,0.1,0.56,0.72,0.18,0.9,0.9,0.08,0.05,0.58,0.68,0.14,0.81,0.81,0.05,0.02,ar,1226224166430441473,f8_08
0.8339181685112829,0.8006881983123656,3.1,2.4,0.1,4.2,4.2,0.6,0.2,3.1,1.8,0.0,2.8,1.8,0.4,0.2,0.62,0.48,0.02,0.85,0.85,0.12,0.04,0.62,0.35,0.01,0.55,0.37,0.09,0.03,ar,74492990,mr_3dnan143
0.8395863545645614,0.37678996390568303,0.0,1.4,0.4,4.3,4.3,0.8,0.6,0.0,0.4,0.0,1.4,0.3,0.0,0.2,0.01,0.27,0.09,0.86,0.86,0.17,0.12,0.01,0.09,0.01,0.28,0.06,0.0,0.05,ar,2391358689,ksa13954
0.7989890411370751,0.8053787930995948,0.2,2.3,0.4,3.6,3.6,0.2,2.3,0.0,2.0,0.4,1.8,2.5,0.0,2.5,0.03,0.46,0.08,0.72,0.72,0.03,0.46,0.0,0.4,0.09,0.37,0.5,0.01,0.5,ar,705904893660438528,amalmajdua
0.8595061719862279,0.8082278383974655,2.2,2.0,0.3,4.4,4.4,3.4,0.4,1.4,1.4,0.4,3.6,3.6,3.2,0.8,0.43,0.39,0.06,0.89,0.89,0.67,0.09,0.27,0.27,0.07,0.73,0.73,0.65,0.15,ar,4805966477,om7557
0.8339181685112829,0.9197876419218655,0.2,3.2,1.8,4.2,4.2,3.8,1.8,0.1,3.6,0.6,4.8,4.8,4.3,2.9,0.05,0.63,0.36,0.85,0.85,0.75,0.37,0.02,0.71,0.12,0.97,0.97,0.86,0.59,ar,3287514631,ailenearagon012
0.7668769621923945,0.40673978557586005,0.1,1.4,0.0,3.6,1.4,0.0,0.2,0.2,0.5,0.0,1.7,0.4,0.0,0.0,0.02,0.29,0.0,0.72,0.28,0.01,0.04,0.03,0.1,0.0,0.34,0.07,0.0,0.01,ar,746161591910023168,d2l0I
0.796622208632847,0.8030212452554465,1.8,1.1,0.0,3.1,3.1,0.0,0.1,1.8,1.0,0.0,2.0,2.0,0.0,0.1,0.37,0.22,0.01,0.62,0.62,0.0,0.02,0.36,0.2,0.0,0.4,0.4,0.0,0.02,ar,829215170438295553,Maria63157341
0.812935016236137,0.31739450135566455,0.4,1.3,0.7,4.0,4.0,0.3,0.1,0.0,0.0,0.2,1.1,0.2,0.0,0.0,0.07,0.26,0.14,0.8,0.8,0.06,0.02,0.0,0.01,0.03,0.22,0.04,0.0,0.01,ar,3271226299,Majed_k27
0.8748575042966269,0.8055586579935085,2.2,2.0,0.3,4.6,4.6,0.0,0.5,2.5,1.9,0.0,3.4,3.4,0.0,0.4,0.44,0.4,0.06,0.91,0.91,0.01,0.1,0.5,0.38,0.0,0.67,0.67,0.0,0.07,ar,1366135759749677059,l9hA0HA8ljDuAO8
0.7968624754031172,0.8039704121290502,0.8,2.6,0.1,3.4,3.4,0.2,1.2,0.6,1.8,0.0,1.3,2.1,0.2,1.4,0.15,0.52,0.02,0.67,0.67,0.03,0.23,0.12,0.35,0.01,0.26,0.42,0.03,0.28,ar,1516861533866889218,Amwajalmajd
0.8670116134145492,0.8532920387559139,3.1,3.6,0.4,4.5,4.5,0.1,0.3,2.9,3.4,0.0,4.4,4.4,0.0,0.3,0.62,0.71,0.09,0.9,0.9,0.02,0.06,0.59,0.67,0.01,0.88,0.88,0.01,0.06,ar,1261697221042503680,MHS85624360
0.816204310368583,0.6608500314332488,0.4,1.2,0.0,4.1,4.1,0.3,0.4,0.4,0.6,0.0,1.8,0.8,0.0,0.6,0.08,0.24,0.01,0.81,0.81,0.06,0.08,0.09,0.11,0.0,0.36,0.17,0.0,0.11,ar,4704388826,amma3637
0.9307543294922915,1.0,0.2,4.0,0.8,4.9,4.9,4.7,2.0,0.0,3.2,0.8,4.5,5.0,5.0,3.0,0.04,0.79,0.16,0.98,0.98,0.94,0.4,0.0,0.64,0.1598452380952381,0.9,1.0,1.0,0.6080802797378362,ar,1499904570377785346,Cassy45477768
0.8829632678129363,0.9121502174127201,0.2,4.4,2.0,4.6,4.6,4.2,2.0,0.0,3.6,1.9,4.5,4.8,4.8,1.9,0.04,0.88,0.39,0.92,0.92,0.84,0.39,0.0,0.71,0.380266290726817,0.9058333333333334,0.96,0.96,0.3791248743948114,ar,1446293213019447299,Shiva21830297
0.9373635156266058,1.0,0.0,3.6,0.7,5.0,5.0,4.8,2.0,0.0,3.2,0.8,4.6,5.0,5.0,4.0,0.0,0.73,0.14,0.99,0.99,0.95,0.39,0.01,0.63,0.16109523809523807,0.9275,1.0,1.0,0.8,ar,1404554353613103110,yj7bto5g5wl5fae
0.923535423667034,1.0,0.2,4.6,2.1,4.8,4.8,3.0,0.8,0.0,5.0,3.8,4.7,5.0,4.2,0.0,0.03,0.925,0.42,0.97,0.97,0.61,0.17,0.0,1.0,0.7529960317460316,0.9488333333333334,1.0,0.84,0.0,ar,1525857531834339331,abwjbl50736268
0.8240917140475522,0.8054123562973726,0.3,2.8,0.2,4.1,4.1,0.1,1.1,0.2,2.3,0.0,2.6,2.6,0.0,1.2,0.06,0.55,0.04,0.83,0.83,0.02,0.22,0.04,0.46,0.01,0.51,0.51,0.01,0.24,ar,1447337046025162765,hhh000__
0.8287549877594508,0.6608500314332488,1.3,2.0,0.0,4.2,4.2,0.8,0.2,0.8,1.3,0.0,2.4,0.8,0.1,0.0,0.26,0.41,0.0,0.84,0.84,0.16,0.04,0.16,0.26,0.0,0.48,0.17,0.02,0.01,ar,508565563,SalehMode
0.8995513244218455,0.9270685798190942,0.0,3.5,1.0,4.7,4.7,4.1,2.7,0.0,3.2,0.2,4.9,4.9,4.8,3.1,0.0,0.7,0.19,0.94,0.94,0.83,0.53,0.0,0.63,0.04,0.98,0.98,0.95,0.6283530686661204,ar,271175710,ladybreeze81
0.9077975241648624,0.9197876419218655,0.2,3.5,0.6,4.6,4.8,4.8,2.9,0.0,3.0,0.2,4.6,4.8,4.8,3.2,0.03,0.7,0.13,0.92,0.95,0.95,0.58,0.0,0.61,0.04888888888888889,0.91,0.97,0.97,0.6385820554913879,ar,1507498381865795590,mram82276470
0.8595061719862279,0.7219510972984345,0.7,1.2,0.1,4.4,4.4,0.4,0.0,0.4,0.2,0.0,3.4,1.0,0.1,0.0,0.14,0.25,0.02,0.89,0.89,0.08,0.0,0.07,0.05,0.0,0.67,0.21,0.02,0.0,ar,2833147526,moshrd90
0.7973765977480777,0.7219510972984345,0.2,1.7,0.2,3.4,3.4,0.4,0.6,0.4,0.8,0.0,2.5,1.0,0.2,0.8,0.05,0.34,0.04,0.69,0.69,0.08,0.11,0.07,0.16,0.01,0.5,0.21,0.03,0.16,ar,1170409512806887425,Ganyey00
0.8524047631581662,0.8532920387559139,0.3,4.4,3.2,3.8,4.4,0.5,4.3,0.2,4.4,2.6,3.4,4.4,1.0,4.2,0.06,0.88,0.65,0.75,0.88,0.1,0.86,0.04,0.88,0.52,0.68,0.88,0.2,0.85,en,1481369395821936641,Housing62027051
0.8670116134145492,0.8054092120440788,0.2,4.1,1.4,4.5,4.5,2.4,2.1,0.5,3.3,1.6,3.2,3.3,1.8,1.4,0.04,0.82,0.29,0.9,0.9,0.48,0.42,0.1,0.66,0.32,0.63,0.66,0.36,0.27,ar,1459902060900622337,AbwAljlyl
0.923535423667034,0.8102129289660348,0.3,2.0,1.1,4.8,4.8,0.8,0.6,0.4,1.3,0.4,3.8,3.8,1.0,0.4,0.06,0.4,0.22,0.97,0.97,0.15,0.11,0.09,0.26,0.08,0.75,0.75,0.21,0.07,ar,815881602135891968,moe_tbk_00_0252
0.9077975241648624,0.8053088638387352,0.5,1.9,1.9,4.8,4.8,0.3,0.3,0.3,1.8,1.2,3.2,3.2,0.4,0.2,0.1,0.38333333333333336,0.38,0.95,0.95,0.06,0.06,0.06,0.37,0.25,0.65,0.65,0.09,0.03,ar,1370460282775072769,man3a1000
0.8199148539199458,0.8039704121290502,0.1,2.2,0.7,4.1,4.1,0.2,0.8,0.1,1.2,0.2,1.9,2.1,0.0,0.8,0.02,0.45,0.14,0.82,0.82,0.03,0.17,0.02,0.25,0.04,0.38,0.42,0.0,0.16,ar,1139317348735901696,A28145305
0.8829632678129363,0.8885263643630983,0.0,4.6,1.0,4.6,4.6,0.9,3.0,0.1,4.6,0.8,3.8,4.6,2.0,4.2,0.01,0.91,0.2,0.92,0.92,0.18,0.61,0.02,0.93,0.16,0.75,0.93,0.39,0.85,ar,1239953396028801024,L9uahklHLUg06fl
0.8287549877594508,0.8372129323854712,0.1,3.8,0.5,4.2,4.2,3.4,3.3,0.0,3.0,0.7,4.2,4.2,3.5,3.0,0.02,0.75,0.1,0.84,0.84,0.69,0.66,0.0,0.6,0.14,0.85,0.85,0.7,0.6002857142857143,ar,895988413,FbbSarahD
0.7852210697594887,0.4658392474232361,0.8,0.4,0.0,2.1,1.6,0.0,0.0,0.4,0.2,0.0,0.8,0.4,0.0,0.0,0.15,0.07,0.01,0.42,0.33,0.0,0.01,0.07,0.04,0.0,0.15,0.09,0.0,0.01,ar,301323957,nadasj89
0.796599114745521,0.7947108099739177,0.2,3.2,0.5,3.2,3.2,0.1,1.5,0.0,3.2,0.2,3.2,1.6,0.4,1.0,0.04,0.63,0.1,0.64,0.64,0.02,0.3,0.01,0.65,0.03,0.63,0.33,0.08,0.2,ar,1402346998678884356,theScientis3
0.8748575042966269,0.8288069415530707,0.5,2.9,2.2,4.6,4.6,1.4,0.9,0.3,3.0,1.6,4.1,4.1,2.6,1.2,0.1,0.5866666666666667,0.44,0.91,0.91,0.28,0.18,0.06,0.6,0.33,0.83,0.83,0.52,0.25,ar,2352353354,DEMOCRACIA_luis
0.7907586934369296,0.6415870166679795,0.3,2.4,0.2,3.2,1.8,0.0,1.0,0.4,1.0,0.4,0.8,0.8,0.0,0.3,0.06,0.48,0.03,0.63,0.36,0.01,0.19,0.09,0.21,0.08,0.17,0.16,0.0,0.06,ar,1425089099543810064,M022R
0.8395863545645614,0.8054210927612583,1.2,1.6,0.4,4.3,4.3,0.0,0.2,1.9,1.0,0.1,2.7,2.7,0.0,0.2,0.24,0.33,0.07,0.86,0.86,0.01,0.04,0.38,0.2,0.02,0.54,0.54,0.0,0.05,ar,1338861495178854404,Ralshamri91
0.8287549877594508,0.8053085767533751,0.6,2.4,2.4,4.2,4.2,0.2,1.0,0.6,2.4,1.6,2.9,2.9,0.4,0.6,0.13,0.4833333333333333,0.48,0.84,0.84,0.03,0.21,0.11,0.49,0.33,0.58,0.58,0.09,0.12,ar,1437225680232665091,Mohamed78846278
0.8395863545645614,0.8074910771589409,2.0,2.0,0.0,4.3,4.3,0.6,0.0,1.7,2.3,0.0,3.6,3.6,0.3,0.2,0.41,0.39,0.0,0.86,0.86,0.11,0.0,0.34,0.46,0.0,0.72,0.72,0.06,0.03,ar,1166763616567255040,hwra_a_a
0.8457543526336647,0.8060512678410475,0.6,2.6,2.5,4.4,4.4,1.2,1.4,0.7,2.4,2.0,3.4,3.4,1.6,1.5,0.12,0.5233333333333333,0.5,0.87,0.87,0.23,0.28,0.14,0.49,0.39,0.69,0.69,0.33,0.3,ar,1522444469714489344,rahaf22tw
0.7989890411370751,0.3469210182245441,0.6,1.1,0.4,3.6,3.6,0.0,0.1,0.2,0.2,0.0,1.4,0.2,0.0,0.0,0.11,0.22,0.08,0.72,0.72,0.01,0.02,0.05,0.05,0.0,0.29,0.05,0.0,0.01,ar,976028338727931906,rRegNfh9LJUsxTD
0.8240917140475522,0.8057684213303521,0.0,1.6,0.2,4.1,4.1,2.1,1.2,0.1,1.6,0.0,3.4,3.4,2.2,1.0,0.01,0.33,0.04,0.83,0.83,0.42,0.24,0.02,0.32,0.01,0.68,0.68,0.44,0.2,ar,1154209120272158720,wzz_0
0.8240917140475522,0.7947108099739177,1.2,1.6,1.0,4.1,4.1,0.0,0.3,1.2,1.1,0.6,3.0,1.6,0.0,0.0,0.25,0.32,0.21,0.83,0.83,0.01,0.06,0.25,0.22,0.13,0.61,0.33,0.0,0.01,ar,1019578944,anr2255
0.8240917140475522,0.82211302959919,0.2,4.1,3.2,3.6,4.1,0.4,2.9,0.2,4.1,2.6,3.8,4.1,0.5,2.8,0.03,0.83,0.65,0.72,0.83,0.07,0.58,0.03,0.81,0.52,0.77,0.81,0.1,0.56,en,813436896,you_epic_fail2
0.7759887465100499,0.4658392474232361,0.6,0.9,0.0,2.9,1.5,0.0,0.2,0.3,0.0,0.0,1.1,0.4,0.0,0.1,0.12,0.18,0.01,0.59,0.3,0.01,0.03,0.06,0.01,0.01,0.22,0.09,0.0,0.02,ar,785043512706334720,ElkaderWafa
0.8524047631581662,0.8082278383974655,0.3,2.2,0.8,4.4,4.4,0.8,0.2,0.4,1.4,0.7,3.6,3.6,0.4,0.2,0.06,0.44,0.17,0.88,0.88,0.17,0.04,0.08,0.28,0.14,0.73,0.73,0.07,0.04,ar,1383288575320465410,sysley122
0.8748575042966269,0.7219510972984345,0.2,2.2,0.4,4.6,4.6,0.2,0.7,0.2,1.3,0.0,2.4,1.0,0.1,0.6,0.04,0.45,0.07,0.91,0.91,0.03,0.14,0.03,0.26,0.0,0.49,0.21,0.02,0.12,ar,861157062,Hanikha52
0.7966368747455678,0.7089830786080018,2.0,1.0,0.2,3.2,3.2,0.0,0.2,2.4,0.8,0.2,2.2,1.0,0.0,0.0,0.41,0.19,0.05,0.65,0.65,0.0,0.03,0.49,0.16,0.03,0.45,0.2,0.0,0.01,ar,61726222,ShouMaxi
0.7968624754031172,0.8052478284119403,0.0,2.8,0.6,3.4,3.4,1.2,2.6,0.0,2.6,0.2,3.2,3.2,0.8,2.7,0.01,0.57,0.11,0.67,0.67,0.25,0.52,0.0,0.51,0.05,0.64,0.64,0.15,0.53,ar,1168463932702564353,a1a1asax
0.8457543526336647,0.8288069415530707,0.4,2.9,2.2,4.4,4.4,1.5,1.8,0.3,2.9,1.6,4.1,4.1,2.7,2.4,0.09,0.5866666666666667,0.43,0.87,0.87,0.3,0.35,0.06,0.59,0.31,0.83,0.83,0.53,0.49,en,292105587,marketing_3
0.8595061719862279,0.8060512678410475,0.6,2.6,2.4,4.4,4.4,0.6,0.7,0.7,2.3,1.8,3.4,3.4,0.9,0.5,0.12,0.5233333333333333,0.48,0.89,0.89,0.13,0.14,0.14,0.46,0.37,0.69,0.69,0.18,0.1,ar,1523751316237037568,U37979305
0.7973765977480777,0.6415870166679795,0.8,0.8,0.0,3.4,3.4,0.3,0.1,0.8,0.6,0.0,2.2,0.8,0.0,0.0,0.17,0.15,0.01,0.69,0.69,0.06,0.02,0.16,0.11,0.0,0.44,0.16,0.0,0.0,ar,475850525,AlmulhemMansour
0.8595061719862279,0.904303821618659,2.9,3.4,0.9,4.4,4.4,0.8,1.2,2.5,3.6,1.8,4.8,4.8,1.4,0.9,0.58,0.69,0.18,0.89,0.89,0.16,0.24,0.5,0.73,0.35,0.95,0.95,0.27,0.18,ar,1462205989743116290,AboSabra11
0.8670116134145492,0.8102129289660348,0.8,2.7,2.2,4.5,4.5,0.4,1.2,0.8,2.3,2.0,3.8,3.8,0.9,0.6,0.15,0.53,0.44,0.9,0.9,0.09,0.23,0.15,0.47,0.39,0.75,0.75,0.18,0.13,ar,1515691485701804035,Almaqusibatii
0.8199148539199458,0.8048245702790952,0.4,2.6,0.3,4.1,4.1,0.5,1.2,0.4,2.2,0.3,1.7,2.2,0.1,1.1,0.08,0.52,0.06,0.82,0.82,0.1,0.25,0.07,0.44,0.06,0.34,0.45,0.02,0.22,ar,1392545685371772930,Havip1111
0.8595061719862279,0.8053085767533751,0.7,3.6,0.6,4.4,4.4,0.2,1.6,0.8,2.9,0.4,2.5,2.9,0.0,1.4,0.14,0.72,0.13,0.89,0.89,0.03,0.33,0.15,0.58,0.09,0.5,0.58,0.01,0.28,ar,1499088679377244160,alhmdll71822160
0.7998362042473794,0.5488888157824968,0.2,1.3,0.2,3.6,3.6,1.0,0.4,0.2,0.5,0.0,0.8,0.6,0.0,0.0,0.03,0.26,0.04,0.73,0.73,0.19,0.07,0.05,0.1,0.0,0.16,0.12,0.01,0.01,ar,493155552,arobayanadel
0.812935016236137,0.8054123562973726,1.4,2.5,0.4,4.0,4.0,0.0,1.0,1.7,2.4,0.4,1.8,2.6,0.0,1.4,0.28,0.5,0.08,0.8,0.8,0.01,0.21,0.34,0.49,0.07,0.36,0.51,0.01,0.27,ar,1509391112720556032,Khalid6983120
0.7989890411370751,0.8043181589918191,2.3,1.6,0.0,3.6,3.6,0.1,0.6,1.8,2.0,0.0,1.6,2.2,0.0,0.6,0.47,0.33,0.01,0.72,0.72,0.02,0.11,0.35,0.4,0.0,0.33,0.43,0.0,0.13,ar,1475407527227629583,malaki9d1
0.8100783815308749,0.8148417533461276,0.6,2.8,0.2,4.0,4.0,0.8,0.6,0.7,1.7,0.0,3.9,3.9,1.6,1.2,0.13,0.55,0.03,0.79,0.79,0.16,0.13,0.14,0.34,0.01,0.78,0.78,0.32,0.25,ar,1430287230594166792,lamasaby1
0.8240917140475522,0.6945161422354588,0.3,0.7,0.0,4.1,4.1,0.0,0.0,0.4,0.6,0.0,0.8,1.0,0.0,0.0,0.06,0.14,0.0,0.83,0.83,0.01,0.0,0.07,0.11,0.0,0.16,0.19,0.0,0.0,ar,2251878915,amtar0303
0.8287549877594508,0.8055586579935085,0.4,2.2,1.0,4.2,4.2,0.4,1.2,0.2,2.0,0.0,3.4,3.4,0.1,1.1,0.09,0.44,0.21,0.84,0.84,0.07,0.24,0.05,0.41,0.0,0.67,0.67,0.02,0.22,ar,1414708932581511175,7likii
0.7998362042473794,0.7527121552274618,0.4,1.2,0.0,3.6,3.6,0.2,0.1,0.4,0.6,0.2,2.8,1.2,0.0,0.2,0.08,0.24,0.0,0.73,0.73,0.04,0.02,0.07,0.11,0.03,0.55,0.24,0.01,0.03,ar,2799820657,MOGARRIED
0.8829632678129363,0.8052216892873937,0.8,2.5,1.3,4.6,4.6,0.2,0.8,0.8,2.4,1.9,3.0,3.0,0.5,0.6,0.16,0.5033333333333334,0.26,0.92,0.92,0.05,0.17,0.16,0.49,0.38,0.61,0.61,0.1,0.13,ar,1519748358952398849,jmyla078
0.812935016236137,0.8115094045580712,0.4,2.8,0.8,3.6,4.0,4.0,1.6,0.0,2.4,0.6,3.8,3.8,3.4,1.6,0.07,0.56,0.15,0.73,0.8,0.8,0.33,0.01,0.49,0.12,0.76,0.76,0.67,0.31,ar,1281009149971660800,2vhul
0.8021481695167405,0.8115094045580712,0.8,2.8,1.7,3.8,3.8,0.4,1.8,0.4,2.7,1.0,3.8,3.8,0.4,1.3,0.16,0.57,0.34,0.75,0.75,0.09,0.37,0.09,0.54,0.19,0.76,0.76,0.08,0.26,ar,1527014768703377410,hnyn74005096
0.8339181685112829,0.7982287282125168,0.4,2.8,0.1,4.2,4.2,3.0,0.4,0.4,2.0,0.0,2.7,1.8,3.2,0.7,0.09,0.55,0.02,0.85,0.85,0.61,0.09,0.07,0.4,0.01,0.53,0.35,0.65,0.14,ar,1070265257380245504,Mervat_1980H
0.8036706514015852,0.40673978557586005,0.3,1.1,0.4,3.8,3.8,0.2,0.4,0.0,0.4,0.0,0.2,0.4,0.0,0.1,0.06,0.22,0.08,0.76,0.76,0.03,0.09,0.01,0.09,0.0,0.04,0.07,0.0,0.02,ar,1269946131347316737,ayed76800512
0.8457543526336647,0.799570188835745,0.3,2.7,0.8,4.4,4.4,0.6,1.4,0.2,2.2,0.2,2.5,1.8,0.8,0.6,0.06,0.54,0.15,0.87,0.87,0.13,0.27,0.05,0.44,0.03,0.5,0.36,0.15,0.13,ar,1126994084806189057,Waa_x99
